Order_ID	Order_Date	Customer_ID	Customer_Name	Product_ID	Product_Name	Product_Category	Supplier	Warehouse	Region	Delivery_City	Quantity_Ordered	Unit_Cost	Unit_Selling_Price	Sales_Amount	Total_Cost	Profit	Profit_Margin	Payment_Status	Payment_Amount	Outstanding_Amount	Order_Status	Shipping_Method	Carrier	Shipping_Cost	Expected_Delivery_Date	Actual_Delivery_Date	Delivery_Days	Delivery_Status	Inventory_Before_Order	Inventory_After_Order	Stock_Status	Discount_Percentage	Final_Sales_Amount	Order_Priority	Customer_Type	Payment_Date	Return_Status	Return_Quantity			
ORD04633	2025-08-24 00:00:00	CUST_034	Client Business 34 Ltd	PROD_C01	Portland Cement 50kg Bag (Pallet of 100)	Construction Materials	Stallion Motors Distribution	Abuja Inland Logistics Depot	Kano	Kano Municipal	47	450000	580000	27260000	21150000	6110000	0.224137931	Pending	0	27260000	Pending	Courier	Red Star Express	21754.14	2025-08-26 00:00:00			Pending	215	168	In Stock	0.1	24534000	High	Corporate		No Return	0			
ORD04634	2024-05-31 00:00:00	CUST_016	Client Business 16 Ltd	PROD_E01	Heavy-Duty Solar Inverter 5kVA	Electronics	Zenith Global Procurement	Kano Commercial Warehouse	Rivers	Port Harcourt	3	120000	180000	540000	360000	180000	0.333333333	Partial	162966.84	377033.16	Completed	Road	Konga Express	7206.85	2024-06-07 00:00:00	2024-06-08 00:00:00	8	Delayed	26	23	In Stock	0.15	459000	Medium	Retail	2024-06-08 00:00:00	No Return	0			
ORD04635	2024-05-05 00:00:00	CUST_025	Apex Global Enterprise 25	PROD_P03	Bubble Wrap Cushioning Roll 100m	Packaging Materials	Dangote Logistics & Supplies Ltd	Kano Commercial Warehouse	Anambra	Onitsha	65	8500	14000	910000	552500	357500	0.392857143	Overdue	0	910000	Completed	Courier	Red Star Express	58965.74	2024-05-08 00:00:00	2024-05-07 00:00:00	2	On Time	77	12	Low Stock	0	910000	Medium	Wholesale		No Return	0			
ORD04636	2025-09-16 00:00:00	CUST_008	Client Business 8 Ltd	PROD_P03	Bubble Wrap Cushioning Roll 100m	Packaging Materials	Stallion Motors Distribution	Abuja Inland Logistics Depot	Lagos	Apapa	76	8500	14000	1064000	646000	418000	0.392857143	Paid	957600	106400	Processing	Courier	Chisco Logistics	69552.91	2025-09-20 00:00:00			Pending	242	166	In Stock	0.1	957600	Medium	Corporate	2025-09-17 00:00:00	No Return	0			
ORD04637	2025-02-01 00:00:00	CUST_029	Apex Global Enterprise 29	PROD_I04	Heavy Duty Rubber Conveyor Belt 10m	Industrial Equipment	SinoHydro Equipment Ltd	Lagos Mega Central Hub	Anambra	Nnewi	16	280000	420000	6720000	4480000	2240000	0.333333333	Paid	6720000	0	Completed	Sea	GIG Logistics	15334.63	2025-02-04 00:00:00	2025-02-04 00:00:00	3	On Time	89	73	In Stock	0	6720000	High	Wholesale	2025-02-04 00:00:00	No Return	0			
ORD04638	2024-01-15 00:00:00	CUST_025	Apex Global Enterprise 25	PROD_E03	Industrial Power Generator 15kVA	Electronics	Stallion Motors Distribution	Lagos Mega Central Hub	Lagos	Ikorodu	10	850000	1200000	12000000	8500000	3500000	0.291666667	Partial	4550877.89	7449122.11	Completed	Road	DHL Express Nigeria	9086.63	2024-01-18 00:00:00	2024-01-21 00:00:00	6	Delayed	164	154	In Stock	0.1	10800000	Low	Wholesale	2024-01-20 00:00:00	No Return	0			
ORD04639	2024-04-12 00:00:00	CUST_023	Apex Global Enterprise 23	PROD_P01	Industrial Stretch Wrap Film (6 Rolls)	Packaging Materials	Honeywell Logistics	Port Harcourt Coastal Depot	Lagos	Ikorodu	75	15000	24000	1800000	1125000	675000	0.375	Paid	1440000	360000	Completed	Road	Konga Express	28682.1	2024-04-18 00:00:00	2024-04-17 00:00:00	5	On Time	131	56	In Stock	0.2	1440000	Medium	Retail	2024-04-25 00:00:00	No Return	0			
ORD04640	2024-05-03 00:00:00	CUST_034	Client Business 34 Ltd	PROD_C01	Portland Cement 50kg Bag (Pallet of 100)	Construction Materials	Stallion Motors Distribution	Abuja Inland Logistics Depot	Rivers	Eleme	57	450000	580000	33060000	25650000	7410000	0.224137931	Paid	31407000	1653000	Completed	Road	ABC Transport Logistics	46095	2024-05-06 00:00:00	2024-05-06 00:00:00	3	On Time	240	183	In Stock	0.05	31407000	Medium	Corporate	2024-05-06 00:00:00	No Return	0			
ORD04641	2025-06-29 00:00:00	CUST_003	Apex Global Enterprise 3	PROD_I04	Heavy Duty Rubber Conveyor Belt 10m	Industrial Equipment	Tropical General Distribution	Ibadan Western Hub	Ogun	Abeokuta	74	280000	420000	31080000	20720000	10360000	0.333333333	Paid	31080000	0	Completed	Road	MAX.ng Freight	25870.9	2025-07-05 00:00:00	2025-07-05 00:00:00	6	On Time	140	66	In Stock	0	31080000	Critical	Corporate	2025-07-11 00:00:00	Returned	74			
ORD04642	2025-08-10 00:00:00	CUST_030	Client Business 30 Ltd	PROD_P02	Heavy Duty Corrugated Boxes (Pack of 50)	Packaging Materials	Tropical General Distribution	Ibadan Western Hub	Lagos	Lekki	59	18000	28000	1652000	1062000	590000	0.357142857	Partial	977494.32	674505.68	Completed	Courier	Speedaf Express	31825.47	2025-08-14 00:00:00	2025-08-17 00:00:00	7	Delayed	106	47	In Stock	0	1652000	Medium	Retail	2025-08-18 00:00:00	No Return	0			
ORD04643	2025-02-02 00:00:00	CUST_034	Client Business 34 Ltd	PROD_C02	High-Tensile Steel Rebar 12mm (Ton)	Construction Materials	United Africa Supplies	Ibadan Western Hub	Abuja	Garki	64	520000	680000	43520000	33280000	10240000	0.235294118	Paid	41344000	2176000	Processing	Road	Chisco Logistics	33133.41	2025-02-06 00:00:00			Pending	189	125	In Stock	0.05	41344000	High	Corporate	2025-02-03 00:00:00	No Return	0			
ORD04644	2025-02-05 00:00:00	CUST_032	Client Business 32 Ltd	PROD_I02	Electric Forklift Battery Unit	Industrial Equipment	Innoson Industrial Supplies	Lagos Mega Central Hub	Kano	Dala	44	950000	1400000	61600000	41800000	19800000	0.321428571	Partial	27571598.03	34028401.97	Completed	Road	Speedaf Express	33450.09	2025-02-07 00:00:00	2025-02-07 00:00:00	2	On Time	229	185	In Stock	0	61600000	Low	Retail	2025-02-15 00:00:00	No Return	0			
ORD04645	2025-10-29 00:00:00	CUST_029	Apex Global Enterprise 29	PROD_E01	Heavy-Duty Solar Inverter 5kVA	Electronics	Zenith Global Procurement	Lagos Mega Central Hub	Lagos	Yaba	33	120000	180000	5940000	3960000	1980000	0.333333333	Overdue	0	5940000	Completed	Air	Red Star Express	36254.88	2025-11-01 00:00:00	2025-11-01 00:00:00	3	On Time	215	182	In Stock	0	5940000	Medium	Wholesale		No Return	0			
ORD04646	2025-08-17 00:00:00	CUST_009	Apex Global Enterprise 9	PROD_C02	High-Tensile Steel Rebar 12mm (Ton)	Construction Materials	SinoHydro Equipment Ltd	Lagos Mega Central Hub	Ogun	Ifo	10	520000	680000	6800000	5200000	1600000	0.235294118	Pending	0	6800000	Pending	Road	ABC Transport Logistics	9521.94	2025-08-21 00:00:00			Pending	158	148	In Stock	0	6800000	Low	Wholesale		No Return	0			
ORD04647	2024-05-27 00:00:00	CUST_002	Client Business 2 Ltd	PROD_P02	Heavy Duty Corrugated Boxes (Pack of 50)	Packaging Materials	MainOne Distribution	Lagos Mega Central Hub	Rivers	Bonny	52	18000	28000	1456000	936000	520000	0.357142857	Paid	1237600	218400	Completed	Road	DHL Express Nigeria	20366.57	2024-05-30 00:00:00	2024-05-29 00:00:00	2	On Time	222	170	In Stock	0.15	1237600	Medium	Corporate	2024-05-27 00:00:00	No Return	0			
ORD04648	2024-06-04 00:00:00	CUST_007	Apex Global Enterprise 7	PROD_I02	Electric Forklift Battery Unit	Industrial Equipment	Zenith Global Procurement	Ibadan Western Hub	Enugu	Nsukka	10	950000	1400000	14000000	9500000	4500000	0.321428571	Paid	13300000	700000	Completed	Road	Konga Express	11787.1	2024-06-07 00:00:00	2024-06-13 00:00:00	9	Delayed	160	150	In Stock	0.05	13300000	Medium	Retail	2024-06-14 00:00:00	No Return	0			
ORD04649	2025-11-01 00:00:00	CUST_005	Apex Global Enterprise 5	PROD_A02	Synthetic Diesel Engine Oil 20L Drum	Automotive Parts	United Africa Supplies	Ibadan Western Hub	Abuja	Maitama	80	28000	42000	3360000	2240000	1120000	0.333333333	Partial	977532.27	2382467.73	Completed	Road	Speedaf Express	43233.47	2025-11-05 00:00:00	2025-11-04 00:00:00	3	On Time	226	146	In Stock	0.05	3192000	Medium	Retail	2025-11-06 00:00:00	No Return	0			
ORD04650	2025-01-26 00:00:00	CUST_008	Client Business 8 Ltd	PROD_O01	Ergonomic Executive Mesh Chair	Office Supplies	Tropical General Distribution	Abuja Inland Logistics Depot	Abuja	Kubwa	17	45000	75000	1275000	765000	510000	0.4	Paid	1275000	0	Completed	Air	Chisco Logistics	22129.19	2025-02-02 00:00:00	2025-02-01 00:00:00	6	On Time	37	20	In Stock	0	1275000	Low	Corporate	2025-01-31 00:00:00	No Return	0			
ORD04651	2024-03-22 00:00:00	CUST_032	Client Business 32 Ltd	PROD_A02	Synthetic Diesel Engine Oil 20L Drum	Automotive Parts	United Africa Supplies	Ibadan Western Hub	Kano	Fagge	53	28000	42000	2226000	1484000	742000	0.333333333	Paid	2226000	0	Completed	Courier	DHL Express Nigeria	29527.73	2024-03-28 00:00:00	2024-03-29 00:00:00	7	Delayed	172	119	In Stock	0	2226000	Low	Retail	2024-03-29 00:00:00	No Return	0			
ORD04652	2024-10-29 00:00:00	CUST_018	Client Business 18 Ltd	PROD_C02	High-Tensile Steel Rebar 12mm (Ton)	Construction Materials	Zenith Global Procurement	Port Harcourt Coastal Depot	Abuja	Wuse	22	520000	680000	14960000	11440000	3520000	0.235294118	Paid	14212000	748000	Completed	Road	Speedaf Express	15821.31	2024-11-03 00:00:00	2024-11-04 00:00:00	6	Delayed	204	182	In Stock	0.05	14212000	High	Wholesale	2024-11-05 00:00:00	No Return	0			
ORD04653	2025-05-31 00:00:00	CUST_018	Client Business 18 Ltd	PROD_I02	Electric Forklift Battery Unit	Industrial Equipment	SinoHydro Equipment Ltd	Abuja Inland Logistics Depot	Oyo	Ibadan North	72	950000	1400000	100800000	68400000	32400000	0.321428571	Paid	100800000	0	Completed	Road	Konga Express	51556.65	2025-06-03 00:00:00	2025-06-02 00:00:00	2	On Time	156	84	In Stock	0	100800000	Medium	Wholesale	2025-06-12 00:00:00	No Return	0			
ORD04654	2024-04-18 00:00:00	CUST_016	Client Business 16 Ltd	PROD_H03	Heavy Duty Standing Industrial Fan	Home Appliances	Honeywell Logistics	Abuja Inland Logistics Depot	Lagos	Ikorodu	11	18000	32000	352000	198000	154000	0.4375	Paid	352000	0	Completed	Road	ABC Transport Logistics	9594.76	2024-04-24 00:00:00	2024-04-24 00:00:00	6	On Time	120	109	In Stock	0	352000	Medium	Retail	2024-04-23 00:00:00	No Return	0			
ORD04655	2025-07-06 00:00:00	CUST_021	Apex Global Enterprise 21	PROD_O03	Heavy-Duty Cross-Cut Paper Shredder	Office Supplies	United Africa Supplies	Abuja Inland Logistics Depot	Abuja	Kubwa	67	35000	58000	3886000	2345000	1541000	0.396551724	Paid	3691700	194300	Completed	Road	ABC Transport Logistics	22753.69	2025-07-09 00:00:00	2025-07-09 00:00:00	3	On Time	159	92	In Stock	0.05	3691700	High	Wholesale	2025-07-08 00:00:00	No Return	0			
ORD04656	2025-02-28 00:00:00	CUST_010	Client Business 10 Ltd	PROD_A02	Synthetic Diesel Engine Oil 20L Drum	Automotive Parts	SinoHydro Equipment Ltd	Lagos Mega Central Hub	Anambra	Awka	13	28000	42000	546000	364000	182000	0.333333333	Paid	518700	27300	Pending	Road	DHL Express Nigeria	12626.68	2025-03-04 00:00:00			Pending	77	64	In Stock	0.05	518700	High	Corporate	2025-03-01 00:00:00	No Return	0			
ORD04657	2025-06-17 00:00:00	CUST_004	Client Business 4 Ltd	PROD_A02	Synthetic Diesel Engine Oil 20L Drum	Automotive Parts	Dangote Logistics & Supplies Ltd	Lagos Mega Central Hub	Oyo	Oyo Town	58	28000	42000	2436000	1624000	812000	0.333333333	Pending	0	2436000	Cancelled	Road	Konga Express	22790.39	2025-06-21 00:00:00			Not Applicable	49	-9	Out of Stock	0.05	2314200	Low	Wholesale		No Return	0			
ORD04658	2025-06-19 00:00:00	CUST_008	Client Business 8 Ltd	PROD_E02	Lithium Battery Pack 48V	Electronics	Honeywell Logistics	Abuja Inland Logistics Depot	Lagos	Yaba	45	450000	620000	27900000	20250000	7650000	0.274193548	Paid	27900000	0	Completed	Road	Speedaf Express	19433.94	2025-06-22 00:00:00	2025-06-21 00:00:00	2	On Time	51	6	Low Stock	0	27900000	Medium	Corporate	2025-06-25 00:00:00	No Return	0			
ORD04659	2024-03-04 00:00:00	CUST_019	Apex Global Enterprise 19	PROD_I02	Electric Forklift Battery Unit	Industrial Equipment	SinoHydro Equipment Ltd	Abuja Inland Logistics Depot	Enugu	Enugu Urban	45	950000	1400000	63000000	42750000	20250000	0.321428571	Paid	59850000	3150000	Completed	Road	MAX.ng Freight	24356.75	2024-03-08 00:00:00	2024-03-08 00:00:00	4	On Time	249	204	In Stock	0.05	59850000	High	Wholesale	2024-03-11 00:00:00	No Return	0			
ORD04660	2024-04-10 00:00:00	CUST_009	Apex Global Enterprise 9	PROD_O02	A4 Copy Paper Box (5 Reams)	Office Supplies	Dangote Logistics & Supplies Ltd	Kano Commercial Warehouse	Kano	Fagge	43	12000	18000	774000	516000	258000	0.333333333	Paid	774000	0	Completed	Courier	Chisco Logistics	40436.54	2024-04-17 00:00:00	2024-04-16 00:00:00	6	On Time	131	88	In Stock	0	774000	Medium	Wholesale	2024-04-22 00:00:00	No Return	0			
ORD04661	2025-05-04 00:00:00	CUST_030	Client Business 30 Ltd	PROD_P01	Industrial Stretch Wrap Film (6 Rolls)	Packaging Materials	Honeywell Logistics	Abuja Inland Logistics Depot	Rivers	Port Harcourt	64	15000	24000	1536000	960000	576000	0.375	Paid	1459200	76800	Completed	Road	ABC Transport Logistics	30335.18	2025-05-06 00:00:00	2025-05-07 00:00:00	3	Delayed	144	80	In Stock	0.05	1459200	Medium	Retail	2025-05-10 00:00:00	No Return	0			
ORD04662	2024-04-15 00:00:00	CUST_017	Apex Global Enterprise 17	PROD_E03	Industrial Power Generator 15kVA	Electronics	Honeywell Logistics	Kano Commercial Warehouse	Lagos	Ikeja	39	850000	1200000	46800000	33150000	13650000	0.291666667	Paid	46800000	0	Completed	Courier	Konga Express	26023.74	2024-04-22 00:00:00	2024-04-21 00:00:00	6	On Time	57	18	Low Stock	0	46800000	Medium	Wholesale	2024-04-18 00:00:00	No Return	0			
ORD04663	2025-08-03 00:00:00	CUST_015	Apex Global Enterprise 15	PROD_I04	Heavy Duty Rubber Conveyor Belt 10m	Industrial Equipment	MainOne Distribution	Ibadan Western Hub	Abuja	Wuse	8	280000	420000	3360000	2240000	1120000	0.333333333	Paid	3024000	336000	Processing	Courier	ABC Transport Logistics	10874.46	2025-08-08 00:00:00			Pending	141	133	In Stock	0.1	3024000	Medium	Retail	2025-08-04 00:00:00	No Return	0			
ORD04664	2025-02-20 00:00:00	CUST_004	Client Business 4 Ltd	PROD_C01	Portland Cement 50kg Bag (Pallet of 100)	Construction Materials	BUA Group Procurement	Port Harcourt Coastal Depot	Kaduna	Kaduna North	74	450000	580000	42920000	33300000	9620000	0.224137931	Partial	18257530.56	24662469.44	Completed	Road	GIG Logistics	64073.19	2025-02-27 00:00:00	2025-02-27 00:00:00	7	On Time	80	6	Low Stock	0.1	38628000	Medium	Wholesale	2025-03-06 00:00:00	No Return	0			
ORD04665	2025-06-18 00:00:00	CUST_006	Client Business 6 Ltd	PROD_O03	Heavy-Duty Cross-Cut Paper Shredder	Office Supplies	Zenith Global Procurement	Lagos Mega Central Hub	Abuja	Kubwa	40	35000	58000	2320000	1400000	920000	0.396551724	Paid	2320000	0	Completed	Road	ABC Transport Logistics	24318.79	2025-06-22 00:00:00	2025-06-23 00:00:00	5	Delayed	194	154	In Stock	0	2320000	Medium	Retail	2025-06-24 00:00:00	No Return	0			
ORD04666	2025-06-03 00:00:00	CUST_016	Client Business 16 Ltd	PROD_I01	Hydraulic Pallet Truck 3-Ton	Industrial Equipment	Innoson Industrial Supplies	Abuja Inland Logistics Depot	Lagos	Ikorodu	51	150000	220000	11220000	7650000	3570000	0.318181818	Pending	0	11220000	Cancelled	Courier	GIG Logistics	27338.07	2025-06-08 00:00:00			Not Applicable	206	155	In Stock	0	11220000	Medium	Retail		No Return	0			
ORD04667	2025-07-16 00:00:00	CUST_026	Client Business 26 Ltd	PROD_A01	Heavy Duty Commercial Truck Tire 12R22.5	Automotive Parts	Tropical General Distribution	Kano Commercial Warehouse	Abuja	Wuse	20	110000	165000	3300000	2200000	1100000	0.333333333	Partial	1489525.32	1810474.68	Completed	Road	DHL Express Nigeria	17835.11	2025-07-22 00:00:00	2025-07-25 00:00:00	9	Delayed	22	2	Low Stock	0.1	2970000	Medium	Corporate	2025-07-21 00:00:00	No Return	0			
ORD04668	2024-08-26 00:00:00	CUST_023	Apex Global Enterprise 23	PROD_A02	Synthetic Diesel Engine Oil 20L Drum	Automotive Parts	Stallion Motors Distribution	Abuja Inland Logistics Depot	Lagos	Ikeja	66	28000	42000	2772000	1848000	924000	0.333333333	Partial	1497940.82	1274059.18	Completed	Road	GIG Logistics	56566.53	2024-08-30 00:00:00	2024-08-31 00:00:00	5	Delayed	131	65	In Stock	0.1	2494800	Critical	Retail	2024-08-28 00:00:00	No Return	0			
ORD04669	2025-10-17 00:00:00	CUST_013	Apex Global Enterprise 13	PROD_P02	Heavy Duty Corrugated Boxes (Pack of 50)	Packaging Materials	Zenith Global Procurement	Kano Commercial Warehouse	Oyo	Ibadan Central	58	18000	28000	1624000	1044000	580000	0.357142857	Paid	1542800	81200	Completed	Road	MAX.ng Freight	45043.11	2025-10-20 00:00:00	2025-10-20 00:00:00	3	On Time	203	145	In Stock	0.05	1542800	Low	Corporate	2025-10-22 00:00:00	No Return	0			
ORD04670	2024-10-26 00:00:00	CUST_017	Apex Global Enterprise 17	PROD_E02	Lithium Battery Pack 48V	Electronics	Tropical General Distribution	Kano Commercial Warehouse	Lagos	Ikeja	65	450000	620000	40300000	29250000	11050000	0.274193548	Pending	0	40300000	Pending	Road	MAX.ng Freight	59642.66	2024-11-02 00:00:00			Pending	246	181	In Stock	0	40300000	High	Wholesale		No Return	0			
ORD04671	2025-09-14 00:00:00	CUST_027	Apex Global Enterprise 27	PROD_I01	Hydraulic Pallet Truck 3-Ton	Industrial Equipment	Dangote Logistics & Supplies Ltd	Lagos Mega Central Hub	Lagos	Lekki	45	150000	220000	9900000	6750000	3150000	0.318181818	Paid	9405000	495000	Completed	Road	DHL Express Nigeria	42716.84	2025-09-18 00:00:00	2025-09-18 00:00:00	4	On Time	71	26	In Stock	0.05	9405000	High	Retail	2025-09-14 00:00:00	No Return	0			
ORD04672	2024-04-18 00:00:00	CUST_022	Client Business 22 Ltd	PROD_C02	High-Tensile Steel Rebar 12mm (Ton)	Construction Materials	BUA Group Procurement	Lagos Mega Central Hub	Enugu	Udi	74	520000	680000	50320000	38480000	11840000	0.235294118	Pending	0	50320000	Processing	Road	GIG Logistics	33731.78	2024-04-21 00:00:00			Pending	196	122	In Stock	0.2	40256000	Medium	Retail		No Return	0			
ORD04673	2025-09-25 00:00:00	CUST_019	Apex Global Enterprise 19	PROD_H02	Industrial Air Conditioner 3HP	Home Appliances	Stallion Motors Distribution	Kano Commercial Warehouse	Kano	Kano Municipal	78	180000	260000	20280000	14040000	6240000	0.307692308	Pending	0	20280000	Processing	Road	DHL Express Nigeria	48625.96	2025-10-02 00:00:00			Pending	244	166	In Stock	0	20280000	Low	Wholesale		No Return	0			
ORD04674	2024-11-17 00:00:00	CUST_035	Apex Global Enterprise 35	PROD_O01	Ergonomic Executive Mesh Chair	Office Supplies	SinoHydro Equipment Ltd	Lagos Mega Central Hub	Abuja	Wuse	74	45000	75000	5550000	3330000	2220000	0.4	Paid	5272500	277500	Completed	Road	MAX.ng Freight	57739.48	2024-11-22 00:00:00	2024-11-23 00:00:00	6	Delayed	159	85	In Stock	0.05	5272500	Medium	Corporate	2024-11-27 00:00:00	No Return	0			
ORD04675	2025-07-17 00:00:00	CUST_013	Apex Global Enterprise 13	PROD_P01	Industrial Stretch Wrap Film (6 Rolls)	Packaging Materials	BUA Group Procurement	Abuja Inland Logistics Depot	Kano	Dala	34	15000	24000	816000	510000	306000	0.375	Pending	0	816000	Cancelled	Road	ABC Transport Logistics	25833.37	2025-07-20 00:00:00			Not Applicable	104	70	In Stock	0.1	734400	Medium	Corporate		No Return	0			
ORD04676	2025-03-05 00:00:00	CUST_014	Client Business 14 Ltd	PROD_I01	Hydraulic Pallet Truck 3-Ton	Industrial Equipment	Stallion Motors Distribution	Lagos Mega Central Hub	Lagos	Yaba	12	150000	220000	2640000	1800000	840000	0.318181818	Paid	2640000	0	Completed	Sea	Speedaf Express	8474.38	2025-03-11 00:00:00	2025-03-12 00:00:00	7	Delayed	237	225	In Stock	0	2640000	High	Retail	2025-03-15 00:00:00	No Return	0			
ORD04677	2025-09-30 00:00:00	CUST_031	Apex Global Enterprise 31	PROD_E04	Digital Warehouse Barcode Scanner	Electronics	Honeywell Logistics	Lagos Mega Central Hub	Lagos	Lekki	23	25000	45000	1035000	575000	460000	0.444444444	Paid	879750	155250	Completed	Road	MAX.ng Freight	18756.13	2025-10-03 00:00:00	2025-10-03 00:00:00	3	On Time	40	17	Low Stock	0.15	879750	Medium	Wholesale	2025-10-14 00:00:00	No Return	0			
ORD04678	2025-05-01 00:00:00	CUST_002	Client Business 2 Ltd	PROD_P01	Industrial Stretch Wrap Film (6 Rolls)	Packaging Materials	MainOne Distribution	Lagos Mega Central Hub	Rivers	Bonny	68	15000	24000	1632000	1020000	612000	0.375	Paid	1468800	163200	Processing	Courier	Red Star Express	43744.25	2025-05-04 00:00:00			Pending	214	146	In Stock	0.1	1468800	Medium	Corporate	2025-05-02 00:00:00	No Return	0			
ORD04679	2025-12-20 00:00:00	CUST_014	Client Business 14 Ltd	PROD_A03	Heavy Duty Truck Brake Shoe Set	Automotive Parts	Zenith Global Procurement	Abuja Inland Logistics Depot	Oyo	Ogbomoso	78	22000	36000	2808000	1716000	1092000	0.388888889	Paid	2667600	140400	Pending	Road	Speedaf Express	29816.26	2025-12-22 00:00:00			Pending	49	-29	Out of Stock	0.05	2667600	Medium	Retail	2025-12-21 00:00:00	No Return	0			
ORD04680	2025-12-07 00:00:00	CUST_009	Apex Global Enterprise 9	PROD_P03	Bubble Wrap Cushioning Roll 100m	Packaging Materials	Tropical General Distribution	Ibadan Western Hub	Enugu	Nsukka	53	8500	14000	742000	450500	291500	0.392857143	Paid	704900	37100	Completed	Courier	Red Star Express	35680.91	2025-12-10 00:00:00	2025-12-11 00:00:00	4	Delayed	236	183	In Stock	0.05	704900	Medium	Wholesale	2025-12-13 00:00:00	No Return	0			
ORD04681	2024-08-31 00:00:00	CUST_010	Client Business 10 Ltd	PROD_O02	A4 Copy Paper Box (5 Reams)	Office Supplies	SinoHydro Equipment Ltd	Abuja Inland Logistics Depot	Oyo	Ogbomoso	53	12000	18000	954000	636000	318000	0.333333333	Pending	0	954000	Processing	Road	MAX.ng Freight	25365.59	2024-09-04 00:00:00			Pending	94	41	In Stock	0.15	810900	Medium	Corporate		No Return	0			
ORD04682	2024-02-20 00:00:00	CUST_007	Apex Global Enterprise 7	PROD_A01	Heavy Duty Commercial Truck Tire 12R22.5	Automotive Parts	BUA Group Procurement	Kano Commercial Warehouse	Anambra	Awka	40	110000	165000	6600000	4400000	2200000	0.333333333	Paid	5940000	660000	Completed	Road	Red Star Express	25872.43	2024-02-26 00:00:00	2024-02-25 00:00:00	5	On Time	78	38	In Stock	0.1	5940000	Critical	Retail	2024-02-23 00:00:00	No Return	0			
ORD04683	2024-09-27 00:00:00	CUST_028	Client Business 28 Ltd	PROD_E02	Lithium Battery Pack 48V	Electronics	Innoson Industrial Supplies	Port Harcourt Coastal Depot	Ogun	Abeokuta	82	450000	620000	50840000	36900000	13940000	0.274193548	Paid	45756000	5084000	Pending	Road	GIG Logistics	65997.61	2024-09-29 00:00:00			Pending	245	163	In Stock	0.1	45756000	Low	Wholesale	2024-09-28 00:00:00	No Return	0			
ORD04684	2025-05-30 00:00:00	CUST_025	Apex Global Enterprise 25	PROD_O02	A4 Copy Paper Box (5 Reams)	Office Supplies	Tropical General Distribution	Kano Commercial Warehouse	Oyo	Ogbomoso	78	12000	18000	1404000	936000	468000	0.333333333	Paid	1404000	0	Completed	Road	Red Star Express	40313.78	2025-06-06 00:00:00	2025-06-07 00:00:00	8	Delayed	80	2	Low Stock	0	1404000	Low	Wholesale	2025-05-31 00:00:00	Returned	78			
ORD04685	2024-04-04 00:00:00	CUST_028	Client Business 28 Ltd	PROD_O02	A4 Copy Paper Box (5 Reams)	Office Supplies	Dangote Logistics & Supplies Ltd	Kano Commercial Warehouse	Enugu	Udi	53	12000	18000	954000	636000	318000	0.333333333	Paid	954000	0	Completed	Road	DHL Express Nigeria	26568.17	2024-04-11 00:00:00	2024-04-12 00:00:00	8	Delayed	58	5	Low Stock	0	954000	Critical	Wholesale	2024-04-13 00:00:00	No Return	0			
ORD04686	2025-08-31 00:00:00	CUST_002	Client Business 2 Ltd	PROD_C02	High-Tensile Steel Rebar 12mm (Ton)	Construction Materials	Stallion Motors Distribution	Lagos Mega Central Hub	Rivers	Eleme	36	520000	680000	24480000	18720000	5760000	0.235294118	Partial	12220869.67	12259130.33	Completed	Road	Chisco Logistics	24173.97	2025-09-03 00:00:00	2025-09-02 00:00:00	2	On Time	177	141	In Stock	0	24480000	Medium	Corporate	2025-09-14 00:00:00	No Return	0			
ORD04687	2025-03-13 00:00:00	CUST_017	Apex Global Enterprise 17	PROD_P01	Industrial Stretch Wrap Film (6 Rolls)	Packaging Materials	United Africa Supplies	Lagos Mega Central Hub	Lagos	Yaba	65	15000	24000	1560000	975000	585000	0.375	Pending	0	1560000	Cancelled	Road	GIG Logistics	53146.7	2025-03-16 00:00:00			Not Applicable	62	-3	Out of Stock	0	1560000	Medium	Wholesale		No Return	0			
ORD04688	2024-05-01 00:00:00	CUST_004	Client Business 4 Ltd	PROD_A03	Heavy Duty Truck Brake Shoe Set	Automotive Parts	Honeywell Logistics	Ibadan Western Hub	Lagos	Ikeja	14	22000	36000	504000	308000	196000	0.388888889	Paid	504000	0	Pending	Road	Chisco Logistics	14226.87	2024-05-06 00:00:00			Pending	114	100	In Stock	0	504000	Medium	Wholesale	2024-05-02 00:00:00	No Return	0			
ORD04689	2025-03-14 00:00:00	CUST_013	Apex Global Enterprise 13	PROD_I03	Industrial Packaging Strapping Machine	Industrial Equipment	Stallion Motors Distribution	Kano Commercial Warehouse	Lagos	Ikorodu	34	320000	480000	16320000	10880000	5440000	0.333333333	Overdue	0	16320000	Completed	Road	GIG Logistics	29736.66	2025-03-16 00:00:00	2025-03-17 00:00:00	3	Delayed	233	199	In Stock	0.05	15504000	High	Corporate		No Return	0			
ORD04690	2025-06-11 00:00:00	CUST_018	Client Business 18 Ltd	PROD_E03	Industrial Power Generator 15kVA	Electronics	SinoHydro Equipment Ltd	Abuja Inland Logistics Depot	Delta	Asaba	26	850000	1200000	31200000	22100000	9100000	0.291666667	Pending	0	31200000	Cancelled	Road	Speedaf Express	13395.95	2025-06-15 00:00:00			Not Applicable	111	85	In Stock	0.05	29640000	Medium	Wholesale		No Return	0			
